User ID,Age,Gender,Location,Phone Brand,OS,Screen Time (hrs/day),Data Usage (GB/month),Calls Duration (mins/day),Number of Apps Installed,Social Media Time (hrs/day),E-commerce Spend (INR/month),Streaming Time (hrs/day),Gaming Time (hrs/day),Monthly Recharge Cost (INR),Primary Use,Age_Group,Addiction_Score,Health_Risk,Screen_Social_Ratio,Usage_Intensity,Entertainment_Score,Cluster,Recommendation
8592,58,0,0,2,0,8.1,5.0,167.9,100,3.0,4017,0.8,3.8,1206,1,Senior,4.654999999999999,2,2.025,0.5494505494505495,4.6,2,Reduce screen time and take breaks.
8593,44,0,5,5,0,4.9,33.3,127.8,187,1.0,9501,4.9,4.9,1264,1,Middle Age,3.9250000000000003,1,2.45,5.644067796610169,9.8,1,Healthy mobile usage pattern.
8594,40,1,0,5,1,2.4,5.3,261.2,198,5.7,9881,5.2,3.8,545,4,Middle Age,3.995,1,0.3582089552238806,1.5588235294117647,9.0,1,Use social media timer apps.
8595,49,1,3,1,0,5.5,36.7,85.1,10,5.6,147,1.1,1.4,769,1,Middle Age,3.84,1,0.8333333333333334,5.6461538461538465,2.5,2,Use social media timer apps.
8596,52,1,8,3,1,6.4,23.0,99.3,82,5.4,1079,1.8,2.4,1806,3,Senior,4.459999999999999,2,1.0,3.108108108108108,4.2,2,Use social media timer apps.
8597,36,0,7,2,1,10.4,23.5,55.9,14,5.9,8061,2.4,3.5,1958,0,Middle Age,6.3500000000000005,2,1.5072463768115942,2.06140350877193,5.9,4,Reduce screen time and take breaks.
8598,52,0,8,3,0,1.9,31.4,34.2,50,3.6,7731,0.9,1.6,811,3,Senior,2.0999999999999996,1,0.41304347826086957,10.827586206896552,2.5,3,Healthy mobile usage pattern.
8599,21,0,9,6,0,3.5,20.8,17.0,13,5.0,7830,2.6,2.4,1999,0,Young Adult,3.465,1,0.5833333333333334,4.622222222222223,5.0,3,Healthy mobile usage pattern.
8600,31,1,1,3,0,6.3,45.0,74.6,95,2.8,4728,5.8,0.8,835,0,Adult,3.9749999999999996,1,1.6578947368421053,6.164383561643835,6.6,1,Reduce binge watching.
8601,59,0,6,8,1,1.1,20.2,79.2,24,2.9,9732,3.5,4.8,1517,0,Senior,2.835,1,0.2820512820512821,9.619047619047619,8.3,3,Healthy mobile usage pattern.
8602,48,1,3,9,0,2.5,19.0,136.4,28,1.8,9923,2.6,2.6,890,0,Middle Age,2.3649999999999998,1,0.8928571428571429,5.428571428571429,5.2,3,Healthy mobile usage pattern.
8603,32,2,0,2,1,9.1,6.9,66.8,61,5.0,7016,5.4,3.7,1964,0,Adult,6.17,2,1.5166666666666666,0.6831683168316832,9.100000000000001,0,Reduce screen time and take breaks.
8604,44,2,7,1,0,1.6,42.4,148.0,67,2.2,4082,1.2,3.0,553,2,Middle Age,2.04,1,0.5,16.307692307692307,4.2,3,Healthy mobile usage pattern.
8605,51,1,2,6,0,8.1,30.9,186.0,187,1.6,683,6.2,2.4,694,1,Senior,4.765,2,3.115384615384615,3.3956043956043955,8.6,0,Reduce screen time and take breaks.
8606,38,2,3,5,0,5.4,21.1,182.0,72,1.5,2019,3.5,4.4,1922,1,Middle Age,3.89,1,2.16,3.296875,7.9,2,Healthy mobile usage pattern.
8607,60,0,0,7,1,4.4,16.0,60.0,139,2.2,1909,6.9,2.6,1600,0,Senior,3.7750000000000004,1,1.375,2.962962962962963,9.5,1,Reduce binge watching.
8608,15,2,6,8,0,10.5,40.0,48.6,18,5.2,3392,3.3,2.1,1048,4,Teen,5.995,2,1.6935483870967742,3.4782608695652173,5.4,4,Reduce screen time and take breaks.
8609,49,1,1,7,0,10.1,29.7,228.4,95,1.6,1167,5.7,4.6,563,4,Middle Age,5.9399999999999995,2,3.884615384615384,2.675675675675676,10.3,0,Reduce screen time and take breaks.
8610,47,1,3,4,0,9.3,39.4,296.4,85,5.6,704,4.7,2.9,227,4,Middle Age,6.085,2,1.4090909090909092,3.8252427184466016,7.6,0,Reduce screen time and take breaks.
8611,23,1,1,5,0,5.6,47.7,185.7,167,1.9,7821,7.0,2.1,795,2,Young Adult,4.01,2,1.9310344827586206,7.227272727272728,9.1,1,Reduce binge watching.
8612,36,0,5,9,1,4.9,25.9,100.7,115,4.5,9630,2.6,4.1,616,2,Middle Age,4.255,2,0.890909090909091,4.389830508474576,6.699999999999999,2,Healthy mobile usage pattern.
8613,45,1,2,2,0,8.3,24.9,44.8,45,0.6,3121,7.2,4.4,272,3,Middle Age,5.235000000000001,2,5.1875,2.6774193548387095,11.600000000000001,0,Reduce screen time and take breaks.
8614,27,0,2,3,1,2.9,32.0,157.3,119,2.6,3077,3.1,4.5,1132,3,Adult,3.2549999999999994,1,0.8055555555555555,8.205128205128206,7.6,3,Healthy mobile usage pattern.
8615,36,1,0,5,0,4.3,23.1,62.2,156,5.6,5022,5.0,4.8,573,4,Middle Age,4.855,2,0.6515151515151515,4.358490566037736,9.8,1,Use social media timer apps.
8616,48,2,4,5,1,4.8,8.2,6.5,156,3.5,6839,4.5,2.8,312,2,Middle Age,3.9299999999999997,1,1.0666666666666667,1.4137931034482758,7.3,1,Healthy mobile usage pattern.
8617,58,2,8,5,0,11.9,26.7,247.3,159,3.6,3103,7.3,1.0,617,2,Senior,6.41,2,2.586956521739131,2.069767441860465,8.3,0,Reduce screen time and take breaks.
8618,35,1,8,9,1,6.8,36.1,89.1,110,1.4,7425,2.1,3.6,1998,3,Adult,3.945,1,2.8333333333333335,4.628205128205129,5.7,2,Healthy mobile usage pattern.
8619,59,1,5,0,1,5.6,1.2,188.3,94,2.8,5356,2.1,2.3,1834,0,Senior,3.5499999999999994,1,1.4736842105263157,0.18181818181818182,4.4,2,Healthy mobile usage pattern.
8620,55,1,4,0,1,3.1,26.0,32.1,112,5.2,9799,1.3,3.6,1154,0,Senior,3.48,1,0.5,6.341463414634147,4.9,3,Use social media timer apps.
8621,21,0,9,3,1,7.5,43.5,110.8,86,1.1,8433,4.5,1.8,1865,2,Young Adult,4.025,2,3.571428571428571,5.117647058823529,6.3,2,Healthy mobile usage pattern.
8622,19,0,3,2,0,10.6,37.8,45.7,152,3.8,7001,1.2,3.7,521,4,Young Adult,5.765,2,2.2083333333333335,3.258620689655172,4.9,4,Reduce screen time and take breaks.
8623,27,2,7,4,1,11.9,2.8,177.0,46,0.7,8771,1.7,2.5,286,2,Adult,5.22,2,7.0,0.21705426356589144,4.2,4,Reduce screen time and take breaks.
8624,55,0,6,6,1,8.9,9.2,52.2,181,1.1,3702,6.9,4.5,957,2,Senior,5.550000000000001,2,4.238095238095238,0.9292929292929292,11.4,0,Reduce screen time and take breaks.
8625,43,0,0,2,1,11.0,44.8,180.1,176,5.8,5179,1.9,3.0,1744,1,Middle Age,6.335,2,1.6176470588235294,3.733333333333333,4.9,4,Reduce screen time and take breaks.
8626,23,0,9,7,0,2.7,11.6,47.5,76,3.7,9359,2.6,2.6,1946,3,Young Adult,2.91,1,0.574468085106383,3.135135135135135,5.2,3,Healthy mobile usage pattern.
8627,36,1,7,5,0,1.7,3.6,279.8,112,5.8,6828,5.4,0.0,129,0,Middle Age,2.855,1,0.25,1.3333333333333333,5.4,1,Use social media timer apps.
8628,40,0,7,6,0,4.0,19.8,187.2,47,0.9,2529,1.0,2.2,1582,2,Middle Age,2.3249999999999997,1,2.1052631578947367,3.96,3.2,3,Healthy mobile usage pattern.
8629,17,1,5,3,1,6.2,15.7,106.4,91,1.0,3803,0.9,3.4,256,0,Teen,3.4050000000000002,1,3.1,2.1805555555555554,4.3,2,Healthy mobile usage pattern.
8630,42,1,4,4,1,9.5,19.9,118.6,134,1.6,6771,6.9,4.1,1179,0,Middle Age,5.785,2,3.6538461538461537,1.8952380952380952,11.0,0,Reduce screen time and take breaks.
8631,45,0,8,3,0,9.5,4.1,190.1,94,4.4,5308,1.3,4.5,1168,0,Middle Age,5.744999999999999,2,1.759259259259259,0.3904761904761904,5.8,4,Reduce screen time and take breaks.
8632,50,1,5,0,0,11.6,43.3,79.8,59,5.7,2330,4.3,4.0,207,0,Middle Age,7.129999999999999,0,1.7313432835820894,3.4365079365079363,8.3,4,Reduce screen time and take breaks.
8633,29,2,2,4,0,4.7,6.5,275.8,37,3.9,6906,5.0,4.5,1940,3,Adult,4.495,2,0.9591836734693877,1.1403508771929824,9.5,1,Healthy mobile usage pattern.
8634,17,1,4,5,1,3.2,36.2,249.4,161,4.8,5046,1.0,4.7,949,1,Teen,3.645,1,0.5517241379310345,8.619047619047619,5.7,3,Healthy mobile usage pattern.
8635,40,2,5,2,0,7.2,39.4,22.1,11,5.1,9442,5.8,1.2,1265,0,Middle Age,4.965,2,1.1803278688524592,4.804878048780488,7.0,0,Use social media timer apps.
8636,22,2,2,9,1,7.5,21.3,272.8,64,0.5,2360,3.4,3.0,645,0,Young Adult,4.01,2,5.0,2.5058823529411764,6.4,2,Healthy mobile usage pattern.
8637,54,0,7,2,0,10.4,29.8,105.4,79,6.0,1980,0.5,2.0,1632,2,Senior,5.715,2,1.4857142857142858,2.6140350877192984,2.5,4,Reduce screen time and take breaks.
8638,56,2,1,2,0,4.7,31.6,17.0,12,3.1,2105,7.2,4.7,1657,0,Senior,4.675000000000001,2,1.1463414634146343,5.543859649122807,11.9,1,Reduce binge watching.
8639,49,0,7,5,0,6.2,16.2,24.9,141,1.2,6759,2.7,5.0,377,1,Middle Age,4.125,2,2.818181818181818,2.25,7.7,2,Healthy mobile usage pattern.
8640,31,1,2,8,0,6.9,42.3,45.0,79,5.4,1558,1.5,0.6,1424,1,Adult,4.14,2,1.078125,5.354430379746835,2.1,2,Use social media timer apps.
8641,43,1,7,2,1,6.6,41.5,133.1,23,4.4,4937,1.9,2.0,1881,2,Middle Age,4.194999999999999,2,1.222222222222222,5.460526315789474,3.9,2,Healthy mobile usage pattern.
8642,59,2,6,2,1,3.7,17.0,291.9,98,3.4,6150,1.6,0.9,335,0,Senior,2.6100000000000003,1,0.8409090909090908,3.6170212765957444,2.5,3,Healthy mobile usage pattern.
8643,33,0,4,3,1,3.2,13.8,175.8,22,4.7,6436,7.4,0.6,1093,1,Adult,3.5549999999999997,1,0.5614035087719298,3.2857142857142856,8.0,1,Reduce binge watching.
8644,18,1,4,7,1,11.6,20.0,237.0,37,2.2,4102,7.9,1.8,1576,2,Teen,6.244999999999999,2,3.6249999999999996,1.5873015873015874,9.700000000000001,0,Reduce screen time and take breaks.
8645,50,2,4,0,0,10.5,1.6,39.8,142,3.2,7382,6.9,3.2,1714,2,Middle Age,6.31,2,2.5,0.1391304347826087,10.100000000000001,0,Reduce screen time and take breaks.
8646,31,2,8,7,0,5.5,26.7,90.6,149,5.9,8415,1.6,3.3,1302,0,Adult,4.465,2,0.7971014492753623,4.107692307692307,4.9,2,Use social media timer apps.
8647,54,2,7,3,1,5.0,43.9,183.6,49,3.0,1438,3.4,3.5,951,2,Senior,3.885,1,1.25,7.316666666666666,6.9,2,Healthy mobile usage pattern.
8648,21,1,2,3,0,2.5,45.3,288.8,143,2.8,1466,5.4,3.5,788,4,Young Adult,3.2600000000000002,1,0.6578947368421053,12.942857142857141,8.9,1,Reduce binge watching.
8649,53,1,4,2,1,8.0,12.3,54.5,70,2.8,2755,1.4,0.2,1031,2,Senior,3.76,1,2.1052631578947367,1.3666666666666667,1.5999999999999999,2,Healthy mobile usage pattern.
8650,60,2,0,6,0,4.5,16.7,144.7,35,0.6,340,4.2,1.2,1851,3,Senior,2.655,1,2.8125,3.036363636363636,5.4,1,Healthy mobile usage pattern.
8651,58,0,3,6,1,6.8,20.0,127.6,133,1.8,2892,1.8,2.1,503,3,Senior,3.625,1,2.428571428571429,2.5641025641025643,3.9000000000000004,2,Healthy mobile usage pattern.
8652,19,1,3,5,1,11.0,48.6,12.1,144,3.4,9955,2.9,1.8,953,4,Young Adult,5.584999999999999,2,2.5,4.05,4.7,4,Reduce screen time and take breaks.
8653,29,1,8,2,1,10.9,11.7,38.8,147,1.9,8536,3.9,1.9,1074,0,Adult,5.35,2,3.7586206896551726,0.9831932773109243,5.8,4,Reduce screen time and take breaks.
8654,46,2,7,4,1,9.7,45.1,249.7,93,0.7,9857,7.3,4.8,1688,0,Middle Age,5.864999999999999,2,5.705882352941177,4.214953271028038,12.1,0,Reduce screen time and take breaks.
8655,29,1,9,3,1,7.8,26.6,203.8,129,2.2,6886,1.0,3.7,1590,1,Adult,4.355,2,2.4375,3.0227272727272725,4.7,2,Healthy mobile usage pattern.
8656,28,1,0,9,1,11.7,33.1,261.8,197,3.7,4260,1.3,2.6,598,0,Adult,5.865,2,2.4893617021276593,2.6062992125984255,3.9000000000000004,4,Reduce screen time and take breaks.
8657,25,2,1,5,1,1.7,49.4,52.5,60,3.2,9549,2.3,2.8,1232,4,Young Adult,2.4399999999999995,1,0.4047619047619047,18.296296296296294,5.1,3,Healthy mobile usage pattern.
8658,19,2,2,6,1,6.0,48.9,159.5,87,0.9,4658,2.8,1.6,569,2,Young Adult,3.1449999999999996,1,3.1578947368421053,6.985714285714286,4.4,2,Healthy mobile usage pattern.
8659,32,0,1,6,1,8.7,9.1,59.3,56,0.5,8383,5.2,4.2,163,1,Adult,5.0,2,5.8,0.9381443298969072,9.4,0,Reduce screen time and take breaks.
8660,52,2,4,4,1,3.6,17.2,195.9,126,5.8,2388,2.2,3.9,1935,1,Senior,4.015,2,0.5294117647058824,3.739130434782609,6.1,3,Use social media timer apps.
8661,15,2,1,1,0,6.0,35.2,95.1,162,4.0,8186,2.5,0.0,1973,1,Teen,3.4749999999999996,1,1.2,5.028571428571429,2.5,2,Healthy mobile usage pattern.
8662,31,1,8,6,1,8.8,6.0,11.3,106,4.6,6887,1.7,3.3,973,1,Adult,5.31,2,1.5714285714285716,0.6122448979591836,5.0,4,Reduce screen time and take breaks.
8663,19,0,6,0,0,3.5,5.2,22.6,99,2.3,2698,3.6,3.1,696,0,Young Adult,3.115,1,1.0606060606060606,1.1555555555555557,6.7,3,Healthy mobile usage pattern.
8664,54,1,4,0,1,6.1,12.9,251.9,191,3.7,4309,5.6,2.1,1961,4,Senior,4.425,2,1.297872340425532,1.8169014084507045,7.699999999999999,1,Reduce binge watching.
8665,17,2,7,1,0,4.0,27.3,49.1,109,2.1,9636,4.0,1.3,1167,4,Teen,2.85,1,1.2903225806451613,5.46,5.3,3,Healthy mobile usage pattern.
8666,27,2,5,1,1,9.6,37.4,291.4,127,5.6,656,2.6,2.3,1796,3,Adult,5.724999999999999,2,1.4545454545454546,3.5283018867924527,4.9,4,Reduce screen time and take breaks.
8667,15,0,5,2,0,11.7,31.1,92.1,82,2.0,4427,4.6,4.7,139,2,Teen,6.459999999999999,2,3.9,2.4488188976377954,9.3,4,Reduce screen time and take breaks.
8668,49,2,4,7,1,7.3,43.1,53.2,23,3.9,8797,7.2,0.4,1079,0,Middle Age,4.71,2,1.4897959183673468,5.192771084337349,7.6000000000000005,0,Reduce binge watching.
8669,59,1,1,2,0,7.8,44.3,56.4,96,5.8,8494,5.1,3.0,1656,1,Senior,5.694999999999999,2,1.1470588235294117,5.034090909090908,8.1,0,Use social media timer apps.
8670,26,0,4,1,1,3.2,40.0,40.9,14,1.8,9575,7.2,2.1,1783,0,Adult,3.1750000000000003,1,1.142857142857143,9.523809523809524,9.3,1,Reduce binge watching.
8671,20,0,1,7,0,6.8,29.0,13.7,61,3.3,6957,5.5,0.4,1680,3,Young Adult,4.13,2,1.5813953488372092,3.717948717948718,5.9,0,Reduce binge watching.
8672,40,2,0,4,1,10.9,49.0,139.7,88,2.9,7687,7.2,2.9,1783,0,Middle Age,6.345,2,2.794871794871795,4.117647058823529,10.1,0,Reduce screen time and take breaks.
8673,51,2,8,0,0,8.1,18.9,171.2,86,1.6,352,0.8,4.6,1177,3,Senior,4.505,2,3.115384615384615,2.0769230769230766,5.3999999999999995,2,Reduce screen time and take breaks.
8674,40,2,2,8,0,4.2,34.8,86.2,135,4.9,5487,6.0,1.3,1906,2,Middle Age,3.92,1,0.711864406779661,6.692307692307692,7.3,1,Reduce binge watching.
8675,36,1,9,5,0,7.1,6.5,62.7,194,1.0,1736,1.4,3.8,1205,0,Middle Age,3.8949999999999996,1,3.55,0.8024691358024691,5.199999999999999,2,Healthy mobile usage pattern.
8676,24,0,8,4,1,8.7,8.8,250.3,129,0.6,6290,2.9,2.4,1777,3,Young Adult,4.2299999999999995,2,5.437499999999999,0.9072164948453609,5.3,4,Reduce screen time and take breaks.
8677,15,2,5,2,0,2.4,15.8,229.2,144,5.5,889,1.0,4.7,135,0,Teen,3.54,1,0.3692307692307692,4.647058823529412,5.7,3,Use social media timer apps.
8678,25,1,4,2,1,2.3,49.9,74.1,141,2.0,1356,2.4,0.7,687,4,Young Adult,1.8399999999999999,1,0.7666666666666666,15.121212121212121,3.0999999999999996,3,Healthy mobile usage pattern.
8679,52,0,5,8,1,6.1,31.3,245.8,125,3.8,5259,2.1,0.5,520,1,Senior,3.525,1,1.2708333333333333,4.408450704225352,2.6,2,Healthy mobile usage pattern.
8680,36,1,4,7,1,9.5,16.4,236.3,63,1.0,7018,7.4,1.6,1530,2,Middle Age,5.085,2,4.75,1.5619047619047617,9.0,0,Reduce screen time and take breaks.
8681,58,1,9,2,0,4.1,35.0,195.3,11,4.6,4015,3.2,1.5,1630,0,Senior,3.44,1,0.7321428571428571,6.862745098039216,4.7,3,Healthy mobile usage pattern.
8682,54,2,8,8,0,2.5,27.2,255.7,152,5.6,1486,0.7,0.3,1555,2,Senior,2.4549999999999996,1,0.3787878787878788,7.771428571428571,1.0,3,Use social media timer apps.
8683,19,1,8,4,1,7.3,2.1,51.3,84,5.7,2242,5.1,4.8,582,4,Young Adult,5.944999999999999,2,1.0895522388059702,0.25301204819277107,9.899999999999999,0,Use social media timer apps.
8684,18,2,9,2,1,10.7,40.7,87.0,158,4.2,2698,0.5,1.9,410,3,Teen,5.345,2,2.0576923076923075,3.478632478632479,2.4,4,Reduce screen time and take breaks.
8685,19,1,5,7,0,5.8,26.2,70.1,96,1.3,3967,2.0,3.9,993,3,Young Adult,3.63,1,2.5217391304347827,3.8529411764705883,5.9,2,Healthy mobile usage pattern.
8686,27,2,4,0,0,4.2,36.2,200.9,188,3.1,2273,1.9,1.3,623,4,Adult,2.855,1,1.024390243902439,6.961538461538462,3.2,3,Healthy mobile usage pattern.
8687,60,2,1,8,1,7.5,9.9,59.9,17,5.5,9144,2.1,3.0,1866,0,Senior,5.065,2,1.1538461538461537,1.1647058823529413,5.1,2,Use social media timer apps.
8688,27,0,2,0,1,9.2,43.7,260.2,17,3.3,2736,0.8,1.3,488,0,Adult,4.49,2,2.13953488372093,4.284313725490197,2.1,4,Reduce screen time and take breaks.
8689,23,0,9,5,0,10.0,11.5,108.7,196,3.1,4871,4.2,4.5,707,1,Young Adult,6.03,2,2.439024390243903,1.0454545454545454,8.7,4,Reduce screen time and take breaks.
8690,53,2,4,1,1,6.0,20.2,94.0,125,5.9,3712,5.3,1.2,627,2,Senior,4.67,2,0.8695652173913043,2.8857142857142857,6.5,1,Use social media timer apps.
8691,46,0,6,3,1,9.2,23.2,20.2,127,2.7,3589,1.3,2.6,818,0,Middle Age,4.74,2,2.486486486486486,2.2745098039215685,3.9000000000000004,4,Reduce screen time and take breaks.
8692,33,1,3,2,1,9.6,3.2,170.0,12,1.8,9108,3.2,4.0,1142,2,Adult,5.289999999999999,2,3.428571428571429,0.30188679245283023,7.2,4,Reduce screen time and take breaks.
8693,50,0,2,5,1,10.4,30.2,240.5,123,1.7,7725,1.5,1.8,661,3,Middle Age,4.739999999999999,2,3.8518518518518516,2.6491228070175437,3.3,4,Reduce screen time and take breaks.
8694,59,0,8,4,0,8.6,28.2,280.7,152,4.3,4120,4.1,1.8,1801,2,Senior,5.15,2,1.6226415094339623,2.9375,5.8999999999999995,4,Reduce screen time and take breaks.
8695,44,1,8,4,0,8.5,15.6,46.6,149,2.5,9413,5.4,4.6,1188,2,Middle Age,5.5600000000000005,2,2.4285714285714284,1.6421052631578947,10.0,0,Reduce screen time and take breaks.
8696,52,1,7,2,0,9.9,21.6,85.6,51,1.2,7983,3.2,0.1,1631,1,Senior,4.27,2,4.5,1.981651376146789,3.3000000000000003,4,Reduce screen time and take breaks.
8697,29,0,7,1,1,4.1,36.5,182.9,115,4.3,9224,6.2,3.3,1435,3,Adult,4.265,2,0.7735849056603773,7.1568627450980395,9.5,1,Reduce binge watching.
8698,25,1,4,6,0,11.9,3.2,168.1,36,1.5,6239,5.3,2.9,1487,0,Young Adult,6.06,2,4.76,0.24806201550387597,8.2,0,Reduce screen time and take breaks.
8699,46,2,5,9,1,4.5,39.7,247.5,27,3.2,7176,4.3,1.9,1637,3,Middle Age,3.4949999999999997,1,1.0714285714285714,7.218181818181819,6.199999999999999,1,Healthy mobile usage pattern.
8700,40,1,9,2,1,8.8,39.5,56.3,14,0.8,3884,5.0,0.4,1037,1,Middle Age,4.130000000000001,2,4.888888888888889,4.030612244897959,5.4,0,Reduce screen time and take breaks.
8701,40,2,6,1,0,11.6,42.7,88.3,124,2.7,6294,6.5,3.3,729,3,Middle Age,6.534999999999999,2,3.135135135135135,3.3888888888888893,9.8,0,Reduce screen time and take breaks.
8702,40,2,7,6,1,4.9,21.7,285.4,175,2.2,1200,2.9,2.3,1315,3,Middle Age,3.275,1,1.53125,3.677966101694915,5.199999999999999,2,Healthy mobile usage pattern.
8703,22,0,5,0,0,9.8,3.7,145.0,61,2.7,9379,5.3,4.9,1537,4,Young Adult,6.125,2,2.6486486486486487,0.34259259259259256,10.2,0,Reduce screen time and take breaks.
8704,22,1,9,6,0,1.4,48.5,70.2,136,5.4,9921,4.6,3.9,1536,0,Young Adult,3.505,1,0.21874999999999997,20.208333333333336,8.5,3,Use social media timer apps.
8705,25,0,5,2,1,4.5,4.5,237.3,98,1.0,3769,5.8,1.2,1125,2,Young Adult,2.995,1,2.25,0.8181818181818182,7.0,1,Reduce binge watching.
8706,52,0,7,9,1,2.9,30.7,167.9,79,5.1,296,5.2,0.4,694,1,Senior,3.17,1,0.4754098360655738,7.871794871794871,5.6000000000000005,1,Use social media timer apps.
8707,48,2,0,8,0,8.8,44.9,23.4,20,5.0,1439,3.6,2.7,1863,1,Middle Age,5.545,2,1.4666666666666668,4.581632653061224,6.300000000000001,4,Reduce screen time and take breaks.
8708,19,0,6,9,1,4.7,12.8,59.0,70,5.5,2520,3.1,1.3,221,3,Young Adult,3.8099999999999996,1,0.7230769230769231,2.245614035087719,4.4,3,Use social media timer apps.
8709,59,0,2,6,1,8.4,14.7,106.9,19,1.4,9767,6.1,2.5,708,4,Senior,4.83,2,3.5000000000000004,1.5638297872340423,8.6,0,Reduce screen time and take breaks.
8710,54,1,2,2,0,8.7,10.2,296.8,51,4.2,7551,5.4,1.6,1824,3,Senior,5.305,2,1.673076923076923,1.0515463917525774,7.0,0,Reduce screen time and take breaks.
8711,57,2,9,9,1,2.5,26.7,199.1,101,1.8,9086,3.4,4.0,1469,1,Senior,2.835,1,0.8928571428571429,7.628571428571428,7.4,3,Healthy mobile usage pattern.
8712,57,0,7,0,1,4.5,21.6,15.9,179,2.3,3632,0.9,0.1,1139,4,Senior,2.3099999999999996,1,1.3636363636363638,3.9272727272727277,1.0,3,Healthy mobile usage pattern.
8713,49,0,2,5,0,4.9,3.7,30.4,134,5.7,6977,5.6,2.9,337,1,Middle Age,4.705,2,0.7313432835820896,0.6271186440677966,8.5,1,Use social media timer apps.
8714,18,1,3,5,0,4.8,45.3,283.4,67,5.7,4126,6.0,1.0,214,4,Teen,4.255,2,0.7164179104477612,7.810344827586206,7.0,1,Use social media timer apps.
8715,24,2,9,0,0,9.7,10.4,285.6,48,2.6,1622,2.5,4.6,109,3,Young Adult,5.57,2,2.694444444444444,0.97196261682243,7.1,4,Reduce screen time and take breaks.
8716,19,0,9,5,0,4.5,12.8,118.1,38,5.3,1838,7.7,4.3,1086,0,Young Adult,5.13,2,0.7142857142857143,2.3272727272727276,12.0,1,Use social media timer apps.
8717,43,2,2,9,1,5.9,34.4,173.1,95,1.7,8356,1.2,2.4,1798,0,Middle Age,3.27,1,2.185185185185185,4.9855072463768115,3.5999999999999996,2,Healthy mobile usage pattern.
8718,58,0,0,4,0,8.3,21.5,208.7,134,5.5,1130,5.6,1.8,740,2,Senior,5.57,2,1.276923076923077,2.311827956989247,7.3999999999999995,0,Reduce screen time and take breaks.
8719,58,1,9,3,0,6.5,12.1,119.4,171,2.9,9901,7.1,2.6,1330,1,Senior,4.715,2,1.6666666666666667,1.6133333333333333,9.7,1,Reduce binge watching.
8720,23,0,6,2,1,9.4,6.3,57.1,141,1.6,3866,6.1,2.1,118,2,Young Adult,5.13,2,3.6153846153846154,0.6057692307692307,8.2,0,Reduce screen time and take breaks.
8721,18,0,4,7,0,8.9,8.7,283.7,56,2.3,9618,7.1,1.8,851,1,Teen,5.205,2,2.6969696969696972,0.8787878787878787,8.9,0,Reduce screen time and take breaks.
8722,27,1,3,5,0,6.3,6.1,242.0,10,5.0,4260,2.1,3.9,1151,4,Adult,4.745,2,1.05,0.8356164383561644,6.0,2,Healthy mobile usage pattern.
8723,32,1,6,7,0,2.8,3.5,181.8,61,2.3,1782,1.5,3.2,968,2,Adult,2.5799999999999996,1,0.8484848484848485,0.9210526315789475,4.7,3,Healthy mobile usage pattern.
8724,25,0,2,8,0,10.3,41.8,189.3,186,2.9,1214,4.2,0.2,819,0,Young Adult,5.01,2,2.6410256410256414,3.699115044247787,4.4,4,Reduce screen time and take breaks.
8725,16,2,4,1,0,5.8,2.4,161.3,181,5.2,5550,7.2,3.4,292,3,Teen,5.26,2,0.9354838709677419,0.35294117647058826,10.6,1,Use social media timer apps.
8726,57,1,8,1,1,6.6,33.2,234.4,100,2.0,6367,7.3,4.1,1431,3,Senior,4.93,2,2.1999999999999997,4.36842105263158,11.399999999999999,0,Reduce binge watching.
8727,55,0,4,3,1,3.8,8.8,90.4,191,2.0,1770,1.5,3.2,941,4,Senior,2.855,1,1.2666666666666666,1.8333333333333335,4.7,3,Healthy mobile usage pattern.
8728,37,2,0,1,0,9.4,1.1,110.2,14,3.8,3741,7.7,2.3,930,3,Middle Age,5.970000000000001,2,1.9583333333333335,0.10576923076923077,10.0,0,Reduce screen time and take breaks.
8729,29,1,3,1,1,3.7,38.9,237.6,200,4.1,7620,7.1,0.8,1877,0,Adult,3.5849999999999995,1,0.7254901960784315,8.27659574468085,7.8999999999999995,1,Reduce binge watching.
8730,37,2,2,8,1,7.3,36.3,148.4,57,5.5,3925,1.1,1.6,1685,2,Middle Age,4.495,2,1.123076923076923,4.373493975903614,2.7,2,Use social media timer apps.
8731,58,0,9,7,1,5.1,1.9,85.7,154,2.4,2639,7.2,4.1,119,0,Senior,4.49,2,1.5,0.3114754098360656,11.3,1,Reduce binge watching.
8732,19,1,3,0,0,9.9,24.2,119.8,190,5.3,625,1.8,4.7,1092,0,Young Adult,6.234999999999999,2,1.5714285714285716,2.220183486238532,6.5,4,Reduce screen time and take breaks.
8733,25,0,4,0,1,2.9,41.5,55.0,13,3.8,7094,3.2,1.3,1586,3,Young Adult,2.77,1,0.6041666666666666,10.64102564102564,4.5,3,Healthy mobile usage pattern.
8734,25,1,7,1,0,11.0,30.8,36.8,163,2.0,879,6.4,0.1,1987,0,Young Adult,5.335,2,3.6666666666666665,2.566666666666667,6.5,0,Reduce screen time and take breaks.
8735,18,2,8,5,0,1.0,9.9,39.8,25,5.6,359,7.3,4.8,548,2,Teen,4.045,2,0.15151515151515152,4.95,12.1,1,Use social media timer apps.
8736,15,2,7,7,1,6.6,4.4,84.5,18,5.5,2747,6.3,1.9,769,1,Teen,5.105,2,1.0153846153846153,0.5789473684210527,8.2,0,Use social media timer apps.
